"track_artist","track_popularity","playlist_genre","playlist_subgenre","release_date","duration_min","danceability","energy","loudness","speechiness","acousticness","liveness","tempo"
"Audien",59,"pop","dance pop",2019-11-08,3.75,0.639,0.591,-3.905,0.0344,0.128,0.159,128.002
"David Guetta",68,"pop","dance pop",2019-07-26,2.97785,0.535,0.906,-4.699,0.0353,0.0202,0.0886,126.012
"SAINt JHN",72,"pop","dance pop",2019-09-13,2.93698333333333,0.784,0.721,-5.457,0.0506,0.0149,0.285,121.966
"Ofenbach",66,"pop","dance pop",2019-11-15,2.3705,0.809,0.758,-5.658,0.101,0.409,0.166,125.022
"ARTY",59,"pop","dance pop",2020-01-03,3.67008333333333,0.669,0.793,-6.16,0.0403,0.0318,0.555,121.995
"Rita Ora",64,"pop","dance pop",2019-04-05,2.98585,0.578,0.786,-4.665,0.13,0.232,0.122,105.945
"Ellie Goulding",9,"pop","dance pop",2019-02-01,3.72555,0.733,0.839,-2.84,0.0335,0.0145,0.162,126.009
"Drax Project",41,"pop","dance pop",2019-05-02,3.27458333333333,0.63,0.726,-3.753,0.0978,0.0717,0.108,122.055
"Ed Sheeran",69,"pop","dance pop",2019-09-27,3.2654,0.845,0.766,-5.727,0.0658,0.212,0.111,114.054
"Kygo",66,"pop","dance pop",2019-07-05,3.06556666666667,0.679,0.866,-3.754,0.0566,0.0337,0.0688,121.927
"Dzeko",68,"pop","dance pop",2019-01-04,3.25,0.657,0.882,-3.565,0.0456,0.247,0.112,127.994
"Ellie Goulding",66,"pop","dance pop",2019-05-10,3.2258,0.493,0.773,-3.791,0.157,0.429,0.0807,123.149
"R3HAB",63,"pop","dance pop",2019-05-10,2.13043333333333,0.687,0.706,-5.357,0.0459,0.091,0.124,115.268
"Don Diablo",68,"pop","dance pop",2019-04-26,3.06711666666667,0.654,0.874,-3.885,0.0543,0.169,0.134,119.85
"Steve Aoki",23,"pop","dance pop",2019-09-06,3.73435,0.661,0.758,-5.299,0.0864,0.0797,0.106,114.098
"Kygo",67,"pop","dance pop",2019-05-30,2.92186666666667,0.447,0.684,-4.721,0.09,0.175,0.478,125.655
"Sam Feldt",62,"pop","dance pop",2019-05-10,2.9836,0.731,0.802,-4.763,0.0623,0.022,0.059,121.991
"Andy Grammer",9,"pop","dance pop",2019-04-12,3.17741666666667,0.489,0.766,-5.84,0.0851,0.0511,0.126,121.445
"MOTi",59,"pop","dance pop",2019-02-15,2.61706666666667,0.6,0.888,-4.612,0.13,0.00166,0.4,126.056
"Martin Garrix",71,"pop","dance pop",2019-07-18,3.14426666666667,0.687,0.707,-6.19,0.0328,0.0536,0.16,127.033
"Jonas Blue",21,"pop","dance pop",2018-11-09,3.48245,0.711,0.724,-4.809,0.106,0.0835,0.0389,104.048
"Kygo",81,"pop","dance pop",2018-10-26,3.5227,0.693,0.575,-6.998,0.0801,0.374,0.252,117.999
"Valerie Broussard",69,"pop","dance pop",2019-08-16,3.07606666666667,0.683,0.785,-4.879,0.037,0.0643,0.177,122.997
"Khalid",56,"pop","dance pop",2019-04-04,2.79983333333333,0.638,0.818,-4.517,0.05,0.131,0.107,126.015
"Alok",56,"pop","dance pop",2019-07-19,2.71666666666667,0.707,0.806,-4.777,0.175,0.00908,0.366,119.972
"Panic! At The Disco",60,"pop","dance pop",2019-01-11,3.09523333333333,0.59,0.888,-2.851,0.0765,0.0216,0.487,126.094
"Hardwell",40,"pop","dance pop",2019-05-31,3.36508333333333,0.632,0.574,-8.584,0.053,0.0942,0.215,125.989
"P!nk",57,"pop","dance pop",2019-06-28,3.056,0.703,0.879,-4.514,0.177,0.0693,0.315,124.972
"Lewis Capaldi",70,"pop","dance pop",2019-09-27,3.538,0.79,0.746,-5.96,0.0502,0.241,0.316,124.971
"Daya",63,"pop","dance pop",2019-05-17,2.93496666666667,0.733,0.718,-7.149,0.0376,0.0107,0.33,122.993
"Zara Larsson",65,"pop","dance pop",2019-04-24,3.21895,0.728,0.848,-6.248,0.185,0.0427,0.118,124.993
"NOTD",56,"pop","dance pop",2019-06-07,3.05568333333333,0.502,0.78,-4.547,0.244,0.333,0.72,122.688
"Why Don't We",2,"pop","dance pop",2018-09-28,2.20388333333333,0.638,0.708,-5.001,0.0421,0.24,0.311,103.16
"James Arthur",53,"pop","dance pop",2018-06-29,3.27488333333333,0.685,0.712,-4.302,0.0894,0.334,0.047,114.989
"Gryffin",11,"pop","dance pop",2018-10-26,3.69621666666667,0.62,0.906,-3.638,0.0627,0.102,0.183,123.047
"Alesso",77,"pop","dance pop",2018-08-31,3.17158333333333,0.601,0.775,-4.612,0.0473,0.269,0.0883,119.964
"Borgeous",56,"pop","dance pop",2019-01-25,3.22733333333333,0.762,0.665,-6.92,0.0471,0.169,0.103,115.946
"Clean Bandit",65,"pop","dance pop",2019-03-08,2.6028,0.684,0.95,-2.588,0.0809,0.0207,0.105,125.974
"Hardwell",34,"pop","dance pop",2019-03-08,3.10156666666667,0.65,0.819,-3.811,0.0551,0.117,0.0772,128.09
"Dan + Shay",54,"pop","dance pop",2019-03-21,2.83505,0.448,0.836,-6.495,0.0809,0.229,0.427,122.899
"Marshmello",51,"pop","dance pop",2018-10-19,3.27618333333333,0.712,0.646,-4.23,0.182,0.116,0.123,104.998
"JP Cooper",50,"pop","dance pop",2019-06-21,3.00951666666667,0.674,0.854,-5.253,0.115,0.054,0.379,111.969
"Jess Glynne",52,"pop","dance pop",2018-12-07,3.63006666666667,0.739,0.622,-5.382,0.0394,0.532,0.0508,119.992
"David Guetta",76,"pop","dance pop",2019-02-08,3.2067,0.647,0.795,-3.548,0.0372,0.0635,0.188,127.992
"Sigala",75,"pop","dance pop",2019-05-24,3.42755,0.669,0.895,-3.787,0.0575,0.128,0.297,124.964
"Frank Walker",52,"pop","dance pop",2019-03-29,2.81666666666667,0.792,0.724,-5.108,0.0362,0.219,0.0911,109.984
"Mabel",62,"pop","dance pop",2019-07-05,3.34821666666667,0.706,0.931,-3.053,0.0456,0.354,0.146,123.012
"Ava Max",65,"pop","dance pop",2018-08-16,3.78125,0.645,0.795,-5.439,0.0343,0.0334,0.089,127.959
"Young Bombs",62,"pop","dance pop",2019-11-01,3.19643333333333,0.662,0.823,-4.7,0.0971,0.073,0.0833,118.958
"OneRepublic",10,"pop","dance pop",2019-08-02,2.90908333333333,0.673,0.885,-3.574,0.0569,0.143,0.184,121.082
"Syn Cole",55,"pop","dance pop",2019-05-31,3.3125,0.516,0.857,-3.432,0.0463,0.0368,0.264,127.949
"Tyler Shaw",49,"pop","dance pop",2019-02-01,3.44791666666667,0.686,0.613,-5.614,0.069,0.0386,0.251,104.988
"Sam Feldt",70,"pop","dance pop",2020-01-10,3.1125,0.503,0.754,-3.634,0.0424,0.264,0.297,116.524
"Nicky Romero",61,"pop","dance pop",2019-06-21,3.91015,0.382,0.698,-3.409,0.0374,0.00236,0.108,127.816
"Sam Feldt",75,"pop","dance pop",2019-08-16,2.9074,0.59,0.642,-3.87,0.122,0.0771,0.105,107.356
"Faustix",60,"pop","dance pop",2019-03-29,3.1,0.708,0.825,-3.117,0.0615,0.031,0.191,109.991
"George Ezra",63,"pop","dance pop",2018-06-15,3.19416666666667,0.588,0.757,-2.415,0.0716,0.327,0.323,122.813
"XO Cupid",73,"pop","dance pop",2018-09-21,3.067,0.636,0.63,-6.396,0.0346,0.0796,0.13,104.845
"Faustix",60,"pop","dance pop",2018-11-23,3.26578333333333,0.682,0.786,-4.87,0.0477,0.214,0.12,91.042
"Faustix",62,"pop","dance pop",2019-07-26,3.03601666666667,0.639,0.705,-5.039,0.049,0.045,0.425,124.957
"Winati",67,"pop","dance pop",2019-06-21,2.94621666666667,0.815,0.647,-7.162,0.218,0.399,0.0738,125.95
"Tungevaag & Raaban",61,"pop","dance pop",2019-03-22,3.11111666666667,0.696,0.907,-4.157,0.073,0.0191,0.124,125.932
"Jubël",71,"pop","dance pop",2018-06-22,2.7335,0.659,0.617,-5.862,0.0649,0.27,0.187,119.858
"Avicii",80,"pop","dance pop",2019-06-06,4.62103333333333,0.592,0.873,-5.65,0.0275,0.0715,0.142,122.011
"John De Sohn",68,"pop","dance pop",2018-07-27,2.79853333333333,0.651,0.617,-6.077,0.0309,0.179,0.113,121.977
"Olympis",60,"pop","dance pop",2019-08-16,2.592,0.707,0.585,-11.024,0.0701,0.145,0.257,125.161
"Martin Jensen",66,"pop","dance pop",2019-03-01,3.51733333333333,0.673,0.687,-5.295,0.0623,0.269,0.181,96.964
"Jax Jones",75,"pop","dance pop",2019-07-12,2.82445,0.567,0.765,-4.107,0.108,0.317,0.14,121.924
"Lauv",58,"pop","dance pop",2018-11-01,3.12168333333333,0.768,0.83,-4.983,0.036,0.0229,0.145,126.007
"Kris Kross Amsterdam",74,"pop","dance pop",2018-06-22,2.72726666666667,0.734,0.765,-5.562,0.0621,0.151,0.231,109.989
"Tungevaag & Raaban",68,"pop","dance pop",2018-03-23,3.00808333333333,0.689,0.901,-1.431,0.0678,0.145,0.459,125.115
"GAMPER & DADONI",72,"pop","dance pop",2019-03-29,3.24363333333333,0.676,0.582,-7.58,0.128,0.221,0.515,124.012
"Jess Glynne",70,"pop","dance pop",2018-10-12,3.29793333333333,0.686,0.693,-6.245,0.131,0.329,0.136,124.206
"Lauv",58,"pop","dance pop",2019-08-30,2.9752,0.763,0.674,-5.146,0.0378,0.0106,0.0321,105.027
"Vigiland",67,"pop","dance pop",2018-03-02,3.01366666666667,0.6,0.754,-4.204,0.0488,0.0688,0.151,128.044
"Marshmello",62,"pop","dance pop",2018-10-19,2.63491666666667,0.691,0.924,-3.839,0.0577,0.00828,0.402,125.983
"Drax Project",56,"pop","dance pop",2019-05-02,3.27458333333333,0.63,0.726,-3.753,0.0978,0.0717,0.108,122.055
"Sigala",65,"pop","dance pop",2018-09-28,3.64133333333333,0.734,0.921,-1.936,0.0863,0.0328,0.197,120.056
"Jess Glynne",51,"pop","dance pop",2019-03-15,3.57735,0.605,0.854,-4.128,0.0488,0.0673,0.54,124.024
"Robin Schulz",54,"pop","dance pop",2019-03-22,3.03125,0.609,0.523,-12.649,0.0796,0.00959,0.15,127.977
"Ellie Goulding",61,"pop","dance pop",2019-02-01,3.72555,0.733,0.839,-2.84,0.0335,0.0145,0.162,126.009
"Alan Walker",76,"pop","dance pop",2018-12-14,3.528,0.43,0.606,-5.115,0.0431,0.131,0.173,169.988
"Martin Garrix",83,"pop","dance pop",2019-04-25,2.73008333333333,0.661,0.723,-6.976,0.0566,0.179,0.14,113.778
"Loud Luxury",63,"pop","dance pop",2017-10-27,2.72026666666667,0.752,0.764,-4.399,0.038,0.0476,0.0543,121.958
"Cheat Codes",70,"pop","dance pop",2019-03-15,2.61666666666667,0.704,0.888,-2.872,0.0541,0.00553,0.079,125.027
"Dennis Lloyd",70,"pop","dance pop",2019-06-07,3.07755,0.655,0.713,-6.293,0.0501,0.338,0.0971,94.05
"Klingande",56,"pop","dance pop",2017-09-08,2.95121666666667,0.732,0.734,-6.423,0.107,0.00719,0.34,123.033
"Hot Shade",65,"pop","dance pop",2018-05-04,2.81928333333333,0.619,0.735,-3.925,0.0445,0.017,0.347,119.981
"Martin Jensen",61,"pop","dance pop",2016-11-04,2.91555,0.746,0.846,-2.432,0.048,0.0485,0.195,114.955
"Davai",60,"pop","dance pop",2017-08-25,3.37533333333333,0.776,0.809,-5.726,0.069,0.415,0.179,100.071
"Kygo",63,"pop","dance pop",2019-04-12,3.01733333333333,0.621,0.898,-4.569,0.0401,0.0976,0.404,124.018
"Loud Luxury",54,"pop","dance pop",2018-08-31,2.8106,0.767,0.674,-6.246,0.0529,0.0216,0.257,121.011
"Alan Walker",70,"pop","dance pop",2018-12-14,3.31466666666667,0.655,0.672,-4.966,0.0581,0.253,0.312,98.005
"Avicii",6,"pop","dance pop",2018-11-23,3.03266666666667,0.638,0.656,-5.299,0.0611,0.143,0.094,103.081
"Kygo",70,"pop","dance pop",2017-11-03,3.62155,0.689,0.505,-6.389,0.0933,0.158,0.138,99.017
"Axel Johansson",54,"pop","dance pop",2018-04-20,2.99166666666667,0.445,0.597,-6.724,0.0575,0.158,0.128,175.903
"Calvin Harris",83,"pop","dance pop",2019-01-11,3.81973333333333,0.807,0.887,-4.311,0.0361,0.016,0.0811,122.015
"Ed Sheeran",53,"pop","dance pop",2018-06-01,3.6,0.684,0.823,-4.881,0.0296,0.00576,0.201,117.993
"John De Sohn",55,"pop","dance pop",2017-06-09,2.79785,0.653,0.708,-5.385,0.0345,0.109,0.163,111.924
"Avicii",81,"pop","dance pop",2017-08-10,3.02788333333333,0.662,0.858,-4.844,0.0428,0.00163,0.0456,133.993
"Starley",58,"pop","dance pop",2016-10-07,3.7,0.691,0.821,-4.527,0.0401,0.136,0.092,104.961
"Chico Rose",75,"pop","dance pop",2019-08-30,2.688,0.717,0.716,-5.485,0.0432,0.0421,0.0699,125.064
"Kygo",73,"pop","dance pop",2017-09-21,3.94755,0.677,0.497,-5.763,0.0809,0.152,0.0911,99.137
"Clean Bandit",73,"pop","dance pop",2018-11-30,3.54555,0.715,0.605,-5.128,0.0428,0.239,0.189,122.956
"Mike Perry",57,"pop","dance pop",2017-09-01,2.61675,0.572,0.713,-4.826,0.0406,0.0754,0.226,89.996
"Axwell /\ Ingrosso",25,"pop","dance pop",2017-05-24,3.38333333333333,0.645,0.741,-4.989,0.0339,0.0323,0.29,123.07
"Steff da Campo",55,"pop","dance pop",2019-06-07,2.50008333333333,0.497,0.924,-3.43,0.0434,0.149,0.267,120.018
"Avicii",80,"pop","dance pop",2014-01-01,2.9443,0.527,0.835,-5.298,0.0433,0.0166,0.249,125.983
"OneRepublic",69,"pop","dance pop",2017-07-14,3.35428333333333,0.401,0.872,-3.641,0.314,0.167,0.362,104.592
"Jonas Blue",74,"pop","dance pop",2018-11-09,3.0689,0.738,0.794,-4.118,0.0416,0.101,0.0533,104.014
"Felix Jaehn",65,"pop","dance pop",2018-02-16,2.78245,0.702,0.903,-3.921,0.038,0.121,0.168,125.948
"Dua Lipa",50,"pop","dance pop",2018-02-23,4.01028333333333,0.814,0.705,-4.734,0.0904,0.0958,0.0687,110.004
"Jax Jones",66,"pop","dance pop",2019-07-12,3.46845,0.724,0.733,-5.539,0.0382,0.0249,0.127,125.993
"Ilkay Sencan",71,"pop","dance pop",2019-06-21,3.538,0.771,0.826,-3.978,0.0604,0.142,0.145,100.012
"Tiësto",79,"pop","dance pop",2018-05-18,3.596,0.747,0.834,-2.867,0.045,0.374,0.0586,128.005
"Gaullin",76,"pop","dance pop",2018-09-07,2.88445,0.813,0.761,-5.687,0.085,0.0529,0.337,124.957
"Martin Jensen",55,"pop","dance pop",2016-04-08,3.23933333333333,0.728,0.794,-3.992,0.0635,0.148,0.0688,112.071
"Ava Max",87,"pop","dance pop",2018-08-17,3.12393333333333,0.719,0.704,-4.724,0.0476,0.0691,0.166,133.002
"Lost Frequencies",35,"pop","dance pop",2018-06-15,3.48901666666667,0.564,0.833,-3.964,0.0952,0.0112,0.101,127.948
"Martin Garrix",77,"pop","dance pop",2018-07-29,3.84603333333333,0.414,0.486,-6.431,0.0311,0.0129,0.111,128.038
"Ava Max",83,"pop","dance pop",2019-03-07,3.05045,0.682,0.656,-4.67,0.0435,0.0737,0.353,130.089
"Craig David",51,"pop","dance pop",2018-02-09,3.05575,0.674,0.471,-8.199,0.0719,0.0946,0.22,127.963
"Lyente",2,"pop","dance pop",2018-04-17,2.15396666666667,0.69,0.689,-6.522,0.174,0.0655,0.136,131.945
"Martin Garrix",68,"pop","dance pop",2018-09-14,3.3387,0.594,0.722,-5.751,0.0398,0.0156,0.0667,127.877
"Dimitri Vangelis & Wyman",50,"pop","dance pop",2019-03-29,3.32075,0.468,0.968,-4.083,0.0478,0.0224,0.194,129.998
"Steve Brian",42,"pop","dance pop",2018-10-12,3.61905,0.465,0.739,-7.786,0.0648,0.00987,0.373,125.994
"Billie Eilish",95,"pop","dance pop",2019-03-29,3.2348,0.701,0.425,-10.965,0.375,0.328,0.1,135.128
"Fluex",50,"pop","dance pop",2018-06-22,3.19166666666667,0.631,0.939,-1.7,0.0398,0.0728,0.319,128.048
"Rob Tirea",21,"pop","dance pop",2018-04-13,3.1783,0.578,0.776,-2.698,0.0409,0.363,0.175,129.03
"SLATIN",63,"pop","dance pop",2018-11-30,2.3125,0.671,0.91,-3.621,0.1,0.00196,0.171,128.036
"Martin Garrix",56,"pop","dance pop",2018-12-14,3.08601666666667,0.715,0.792,-6.4,0.0325,0.055,0.269,128.024
"Lvly",2,"pop","dance pop",2018-04-13,2.89661666666667,0.714,0.809,-4.34,0.0801,0.00736,0.342,128.045
"PULLER",2,"pop","dance pop",2017-01-23,4.71988333333333,0.691,0.874,-6.276,0.09,0.0286,0.0704,127.99
"CAZZETTE",49,"pop","dance pop",2018-10-12,3.19923333333333,0.651,0.711,-5.062,0.0378,0.111,0.0488,125.089
"Tiësto",60,"pop","dance pop",2019-03-15,3.25,0.59,0.888,-4.151,0.0797,0.000753,0.817,128.025
"Dropgun",45,"pop","dance pop",2019-01-25,2.6875,0.438,0.914,-3.919,0.0601,0.0206,0.12,128.184
"Galantis",56,"pop","dance pop",2018-07-13,2.96886666666667,0.59,0.678,-5.48,0.0384,0.0259,0.0707,126.061
"Alicia Madison",41,"pop","dance pop",2018-05-11,3.1832,0.461,0.773,-6.436,0.0539,0.0153,0.234,131.085
"Mike Williams",70,"pop","dance pop",2018-07-23,2.70311666666667,0.563,0.954,-1.835,0.0283,0.119,0.27,128.014
"Armin van Buuren",57,"pop","dance pop",2018-10-12,3.56178333333333,0.446,0.573,-5.081,0.0279,0.0416,0.108,135.96
"Avicii",16,"pop","dance pop",2015-10-02,3.84355,0.577,0.741,-3.83,0.0501,0.298,0.142,128.081
"Dash Berlin",48,"pop","dance pop",2018-04-20,1.75365,0.486,0.855,-4.493,0.0497,0.000452,0.249,129.9
"David Guetta",72,"pop","dance pop",2018-02-22,3.375,0.635,0.9,-3.719,0.0377,0.00664,0.37,127.978
"Catiso",2,"pop","dance pop",2018-02-23,2.93766666666667,0.733,0.791,-5.599,0.0403,0.239,0.265,128.007
"Lush & Simon",2,"pop","dance pop",2018-06-01,3.625,0.627,0.956,-4.498,0.0719,0.0256,0.125,127.984
"Vargas & Lagola",66,"pop","dance pop",2018-02-09,3.91133333333333,0.527,0.806,-5.639,0.0323,0.000598,0.358,131.882
"Tiësto",60,"pop","dance pop",2018-05-18,3.5946,0.742,0.838,-2.758,0.0476,0.339,0.0595,128.022
"Sigala",68,"pop","dance pop",2017-06-09,3.38331666666667,0.708,0.868,-3.287,0.0431,0.0313,0.122,124.994
"Kygo",50,"pop","dance pop",2018-05-11,3.2619,0.653,0.911,-2.979,0.0645,0.0623,0.301,125.959
"Bombs Away",39,"pop","dance pop",2018-04-16,2.875,0.361,0.945,-5.219,0.111,0.00105,0.0967,127.985
"Catiso",1,"pop","dance pop",2018-02-23,3.16041666666667,0.732,0.828,-5.935,0.0535,0.00379,0.272,128.003
"STVCKS",4,"pop","dance pop",2018-03-02,2.86186666666667,0.673,0.943,-3.604,0.0481,0.0448,0.101,127.999
"Ariana Grande",16,"pop","dance pop",2014-08-22,3.28778333333333,0.628,0.593,-5.036,0.0323,0.093,0.096,125.026
"Tritonal",58,"pop","dance pop",2016-09-09,3.552,0.555,0.813,-5.792,0.033,0.0201,0.165,125.034
"DJ Khaled",77,"pop","dance pop",2018-07-27,4.33333333333333,0.552,0.76,-4.706,0.342,0.0733,0.0865,135.702
"Axwell /\ Ingrosso",71,"pop","dance pop",2017-07-28,4.24421666666667,0.467,0.757,-3.01,0.0517,0.0866,0.0742,131.993
"Jax Jones",65,"pop","dance pop",2017-12-01,3.4605,0.722,0.744,-5.52,0.0363,0.0234,0.143,125.985
"Martin Garrix",80,"pop","dance pop",2016-07-29,3.26178333333333,0.501,0.519,-5.88,0.0409,0.109,0.454,133.99
"oomiee",1,"pop","dance pop",2017-09-01,2.45311666666667,0.64,0.857,-8.26,0.266,0.00164,0.336,128.058
"ARASHI",67,"pop","dance pop",2019-11-03,3.04388333333333,0.769,0.817,-5.409,0.103,0.0225,0.244,118.021
"Shinn Yamada",28,"pop","dance pop",2019-12-11,3.63928333333333,0.787,0.722,-5.43,0.0395,0.0489,0.0956,127.952
"TOMORROW X TOGETHER",48,"pop","dance pop",2020-01-14,3.53111666666667,0.63,0.787,-4.302,0.103,0.00489,0.134,128.997
"Hiroomi Tosaka",39,"pop","dance pop",2020-01-08,3.68721666666667,0.617,0.885,-3.989,0.0375,0.0169,0.326,139.95
"GENERATIONS from EXILE TRIBE",60,"pop","dance pop",2019-11-21,3.71553333333333,0.746,0.805,-4.499,0.0683,0.074,0.0548,144.983
"E-girls",29,"pop","dance pop",2020-01-29,3.74803333333333,0.695,0.88,-2.965,0.158,0.194,0.0898,127.075
"iamSHUM",21,"pop","dance pop",2019-12-11,3.84905,0.705,0.858,-3.374,0.0627,0.112,0.298,106.019
"DAOKO",40,"pop","dance pop",2020-01-15,3.38578333333333,0.803,0.863,-4.939,0.0903,0.00947,0.0823,112.986
"CHANMINA",37,"pop","dance pop",2020-01-17,2.71733333333333,0.736,0.666,-4.503,0.0417,0.0795,0.332,109.958
"香取慎吾",38,"pop","dance pop",2020-01-01,3.58566666666667,0.826,0.569,-7.18,0.0473,0.287,0.0449,105.014
"EMMA WAHLIN",17,"pop","dance pop",2020-01-17,3.02,0.837,0.52,-7.575,0.14,0.617,0.184,123.972
"Ghost like girlfriend",30,"pop","dance pop",2020-01-15,3.47221666666667,0.636,0.744,-3.799,0.0291,0.101,0.0912,133.994
"Ryuji Imaichi",31,"pop","dance pop",2020-01-15,3.25721666666667,0.486,0.714,-6.197,0.115,0.0622,0.333,127.41
"CREAM",37,"pop","dance pop",2019-12-25,3.22588333333333,0.789,0.77,-5.531,0.0553,0.0403,0.0988,102
"THE RAMPAGE from EXILE TRIBE",35,"pop","dance pop",2020-01-15,4.00166666666667,0.608,0.961,-2.259,0.124,0.023,0.294,137.9
"INTERSECTION",49,"pop","dance pop",2020-01-08,4.51506666666667,0.604,0.733,-5.788,0.0348,0.105,0.25,124.885
"chelmico",42,"pop","dance pop",2020-01-17,3.47293333333333,0.655,0.993,-2.026,0.0862,0.507,0.392,93.021
"ASOBOiSM",23,"pop","dance pop",2020-01-17,3.75686666666667,0.836,0.588,-7.454,0.16,0.237,0.0618,92.985
"FlowBack",34,"pop","dance pop",2019-12-11,3.732,0.705,0.666,-5.001,0.0583,0.577,0.0835,127.967
"SARM",27,"pop","dance pop",2020-01-12,4.06768333333333,0.567,0.865,-5.125,0.139,0.0127,0.0546,187.981
"ARASHI",60,"pop","dance pop",2019-12-20,3.43213333333333,0.718,0.8,-5.715,0.0587,0.00588,0.337,117.98
"SIRUP",53,"pop","dance pop",2019-11-22,3.80618333333333,0.775,0.673,-6.526,0.081,0.0564,0.111,112.059
"Yo-Sea",30,"pop","dance pop",2020-01-15,2.71378333333333,0.847,0.512,-9.071,0.053,0.152,0.0746,111.989
"eill",41,"pop","dance pop",2019-11-06,3.61666666666667,0.742,0.719,-6.341,0.0387,0.0867,0.126,125.007
"Rei Yasuda",29,"pop","dance pop",2019-11-27,4.87645,0.549,0.847,-4.966,0.0483,0.0587,0.102,124.01
"Daichi Miura",54,"pop","dance pop",2019-12-04,3.27278333333333,0.425,0.56,-6.395,0.308,0.0826,0.35,168.068
"phai",21,"pop","dance pop",2020-01-15,3.88053333333333,0.716,0.463,-7.563,0.0337,0.693,0.121,92.023
"BABY-T",21,"pop","dance pop",2019-12-02,3.56863333333333,0.697,0.77,-3.828,0.0327,0.00374,0.0424,102.002
"CREAM",40,"pop","dance pop",2019-11-27,3.08225,0.866,0.746,-6.139,0.0706,0.446,0.133,100.019
"真之介",26,"pop","dance pop",2020-01-08,3.22361666666667,0.554,0.782,-2.927,0.0367,0.198,0.0756,155.912
"KEITA",26,"pop","dance pop",2019-12-18,3.88288333333333,0.684,0.854,-3.625,0.0847,0.0615,0.152,101.034
"空音",36,"pop","dance pop",2019-11-20,3.73888333333333,0.711,0.934,-0.7,0.0588,0.0445,0.0537,124.988
"Sakurako Ohara",32,"pop","dance pop",2020-01-15,3.324,0.649,0.856,-2.745,0.181,0.127,0.0702,171.884
"HAN-KUN",34,"pop","dance pop",2019-12-16,3.57711666666667,0.392,0.891,-2.746,0.059,0.0236,0.281,89.952
"RUN THE FLOOR",21,"pop","dance pop",2020-01-15,3.52578333333333,0.763,0.763,-4.176,0.0626,0.0298,0.652,143.994
"INTERSECTION",36,"pop","dance pop",2019-12-25,3.30613333333333,0.625,0.728,-5.486,0.03,0.0097,0.101,96.009
"DEAN FUJIOKA",36,"pop","dance pop",2019-12-11,3.50223333333333,0.621,0.614,-5.411,0.0539,0.0462,0.0452,200.012
"Chocoholic",42,"pop","dance pop",2019-11-20,3.3452,0.729,0.646,-6.046,0.0452,0.0682,0.0484,82.49
"片寄涼太",49,"pop","dance pop",2020-01-07,4.72333333333333,0.713,0.709,-6.451,0.0703,0.042,0.0995,109.973
"Boys Get Hurt",12,"pop","dance pop",2019-12-23,3.53685,0.705,0.55,-7.974,0.0381,0.0887,0.0895,94.969
"SkyLogic",16,"pop","dance pop",2019-12-14,3.47221666666667,0.62,0.775,-4.677,0.0271,0.0634,0.0676,107.992
"YUTO",27,"pop","dance pop",2019-10-26,2.77538333333333,0.834,0.823,-4.603,0.0716,0.09,0.0561,128.006
"AAAMYYY",44,"pop","dance pop",2019-11-13,5.1996,0.738,0.55,-9.845,0.0473,0.00919,0.0772,110.024
"HarukiD",21,"pop","dance pop",2020-01-12,2.62146666666667,0.695,0.646,-7.103,0.032,0.0345,0.0967,95.007
"HIRAIDAI",41,"pop","dance pop",2019-11-17,4.41558333333333,0.74,0.56,-5.566,0.0387,0.172,0.0717,111.083
"eill",44,"pop","dance pop",2019-11-06,3.68978333333333,0.638,0.735,-4.635,0.0873,0.0269,0.0603,99.964
"blanchehor",39,"pop","dance pop",2019-11-09,3.67718333333333,0.704,0.584,-7.384,0.026,0.324,0.0965,102.987
"KEITA",21,"pop","dance pop",2019-11-20,2.44166666666667,0.599,0.795,-5.072,0.15,0.223,0.125,150.036
"Kumi Koda",35,"pop","dance pop",2019-11-13,4.15311666666667,0.539,0.739,-5.429,0.204,0.0263,0.297,173.082
"yu-re:meu",16,"pop","dance pop",2020-01-11,3.95118333333333,0.738,0.846,-5.929,0.0758,0.158,0.0282,125.98
"Gear 2nd",27,"pop","dance pop",2019-10-30,3.75455,0.802,0.776,-6.903,0.112,0.16,0.0969,109.996
"Miliyah",37,"pop","dance pop",2019-10-26,4.06978333333333,0.679,0.637,-5.683,0.0427,0.0821,0.158,105.026
"広瀬大地",30,"pop","dance pop",2019-10-23,3.56886666666667,0.827,0.851,-4.589,0.103,0.122,0.0706,127.993
"DJ PIGER",35,"pop","dance pop",2019-10-16,3.45355,0.779,0.721,-8.409,0.0487,0.00618,0.239,121.948
"RYPPHYPE",26,"pop","dance pop",2019-11-20,3.4755,0.701,0.927,-3.21,0.0644,0.31,0.0505,119.991
